experiment,metric,baseline,p_value,significant
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[6, 2]",acc,bayesian_network,0.001953125,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[6, 2]_future_alpha_beta-[2, 6]",acc,full_information,0.8984375,False
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[6, 2]_future_alpha_beta-[2, 6]",acc,popularity,0.75390625,False
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[6, 2]_future_alpha_beta-[2, 6]",acc,simple_markov,0.001953125,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[6, 2]_future_alpha_beta-[2, 6]",acc,random,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[6, 2]_future_alpha_beta-[2, 6]",acc,bayesian_network,0.0654296875,False
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[6, 2]_future_alpha_beta-[3, 5]",acc,full_information,0.154296875,False
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[6, 2]_future_alpha_beta-[3, 5]",acc,popularity,0.2158203125,False
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[6, 2]_future_alpha_beta-[3, 5]",acc,simple_markov,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[6, 2]_future_alpha_beta-[3, 5]",acc,random,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[6, 2]_future_alpha_beta-[3, 5]",acc,bayesian_network,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[6, 2]_future_alpha_beta-[4, 4]",acc,full_information,0.615234375,False
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[6, 2]_future_alpha_beta-[4, 4]",acc,popularity,0.1875,False
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[6, 2]_future_alpha_beta-[4, 4]",acc,simple_markov,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[6, 2]_future_alpha_beta-[4, 4]",acc,random,0.001953125,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[6, 2]_future_alpha_beta-[4, 4]",acc,bayesian_network,0.001953125,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[6, 2]_future_alpha_beta-[5, 3]",acc,full_information,0.7216796875,False
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[6, 2]_future_alpha_beta-[5, 3]",acc,popularity,0.65234375,False
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[6, 2]_future_alpha_beta-[5, 3]",acc,simple_markov,0.0029296875,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[6, 2]_future_alpha_beta-[5, 3]",acc,random,0.0009765625,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[6, 2]_future_alpha_beta-[5, 3]",acc,bayesian_network,0.0068359375,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[6, 2]_future_alpha_beta-[6, 2]",acc,full_information,0.6875,False
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[6, 2]_future_alpha_beta-[6, 2]",acc,popularity,0.171875,False
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[6, 2]_future_alpha_beta-[6, 2]",acc,simple_markov,0.0048828125,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[6, 2]_future_alpha_beta-[6, 2]",acc,random,0.013671875,True
"n_students-150_n_skills-15_smoothing-0.5_current_alpha_beta-[6, 2]_future_alpha_beta-[6, 2]",acc,bayesian_network,0.0068359375,True
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[2, 6]_future_alpha_beta-[2, 6]",acc,full_information,0.4375,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[2, 6]_future_alpha_beta-[2, 6]",acc,popularity,0.40625,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[2, 6]_future_alpha_beta-[2, 6]",acc,simple_markov,0.0185546875,True
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[2, 6]_future_alpha_beta-[2, 6]",acc,random,0.0009765625,True
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[2, 6]_future_alpha_beta-[2, 6]",acc,bayesian_network,0.001953125,True
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[2, 6]_future_alpha_beta-[3, 5]",acc,full_information,0.28125,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[2, 6]_future_alpha_beta-[3, 5]",acc,popularity,0.140625,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[2, 6]_future_alpha_beta-[3, 5]",acc,simple_markov,0.001953125,True
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[2, 6]_future_alpha_beta-[3, 5]",acc,random,0.0009765625,True
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[2, 6]_future_alpha_beta-[3, 5]",acc,bayesian_network,0.0068359375,True
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[2, 6]_future_alpha_beta-[4, 4]",acc,full_information,0.3125,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[2, 6]_future_alpha_beta-[4, 4]",acc,popularity,0.3125,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[2, 6]_future_alpha_beta-[4, 4]",acc,simple_markov,0.005859375,True
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[2, 6]_future_alpha_beta-[4, 4]",acc,random,0.0009765625,True
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[2, 6]_future_alpha_beta-[4, 4]",acc,bayesian_network,0.0048828125,True
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[2, 6]_future_alpha_beta-[5, 3]",acc,full_information,0.421875,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[2, 6]_future_alpha_beta-[5, 3]",acc,popularity,0.84375,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[2, 6]_future_alpha_beta-[5, 3]",acc,simple_markov,0.0244140625,True
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[2, 6]_future_alpha_beta-[5, 3]",acc,random,0.0009765625,True
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[2, 6]_future_alpha_beta-[5, 3]",acc,bayesian_network,0.0419921875,True
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[2, 6]_future_alpha_beta-[6, 2]",acc,full_information,0.40625,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[2, 6]_future_alpha_beta-[6, 2]",acc,popularity,0.59375,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[2, 6]_future_alpha_beta-[6, 2]",acc,simple_markov,0.001953125,True
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[2, 6]_future_alpha_beta-[6, 2]",acc,random,0.0009765625,True
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[2, 6]_future_alpha_beta-[6, 2]",acc,bayesian_network,0.0009765625,True
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[3, 5]_future_alpha_beta-[2, 6]",acc,full_information,0.0625,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[3, 5]_future_alpha_beta-[2, 6]",acc,popularity,0.3125,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[3, 5]_future_alpha_beta-[2, 6]",acc,simple_markov,0.1611328125,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[3, 5]_future_alpha_beta-[2, 6]",acc,random,0.0009765625,True
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[3, 5]_future_alpha_beta-[2, 6]",acc,bayesian_network,0.068359375,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[3, 5]_future_alpha_beta-[3, 5]",acc,full_information,0.6953125,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[3, 5]_future_alpha_beta-[3, 5]",acc,popularity,0.3125,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[3, 5]_future_alpha_beta-[3, 5]",acc,simple_markov,0.384765625,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[3, 5]_future_alpha_beta-[3, 5]",acc,random,0.0009765625,True
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[3, 5]_future_alpha_beta-[3, 5]",acc,bayesian_network,0.2236328125,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[3, 5]_future_alpha_beta-[4, 4]",acc,full_information,0.90625,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[3, 5]_future_alpha_beta-[4, 4]",acc,popularity,1.0,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[3, 5]_future_alpha_beta-[4, 4]",acc,simple_markov,0.017578125,True
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[3, 5]_future_alpha_beta-[4, 4]",acc,random,0.0009765625,True
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[3, 5]_future_alpha_beta-[4, 4]",acc,bayesian_network,0.1162109375,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[3, 5]_future_alpha_beta-[5, 3]",acc,full_information,0.921875,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[3, 5]_future_alpha_beta-[5, 3]",acc,popularity,0.1875,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[3, 5]_future_alpha_beta-[5, 3]",acc,simple_markov,0.009765625,True
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[3, 5]_future_alpha_beta-[5, 3]",acc,random,0.0009765625,True
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[3, 5]_future_alpha_beta-[5, 3]",acc,bayesian_network,0.0048828125,True
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[3, 5]_future_alpha_beta-[6, 2]",acc,full_information,0.359375,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[3, 5]_future_alpha_beta-[6, 2]",acc,popularity,0.203125,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[3, 5]_future_alpha_beta-[6, 2]",acc,simple_markov,0.001953125,True
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[3, 5]_future_alpha_beta-[6, 2]",acc,random,0.0009765625,True
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[3, 5]_future_alpha_beta-[6, 2]",acc,bayesian_network,0.0068359375,True
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[4, 4]_future_alpha_beta-[2, 6]",acc,full_information,0.796875,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[4, 4]_future_alpha_beta-[2, 6]",acc,popularity,0.6875,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[4, 4]_future_alpha_beta-[2, 6]",acc,simple_markov,0.47265625,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[4, 4]_future_alpha_beta-[2, 6]",acc,random,0.0009765625,True
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[4, 4]_future_alpha_beta-[2, 6]",acc,bayesian_network,0.71484375,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[4, 4]_future_alpha_beta-[3, 5]",acc,full_information,0.84375,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[4, 4]_future_alpha_beta-[3, 5]",acc,popularity,0.75,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[4, 4]_future_alpha_beta-[3, 5]",acc,simple_markov,0.47265625,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[4, 4]_future_alpha_beta-[3, 5]",acc,random,0.0009765625,True
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[4, 4]_future_alpha_beta-[3, 5]",acc,bayesian_network,0.1669921875,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[4, 4]_future_alpha_beta-[4, 4]",acc,full_information,0.0390625,True
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[4, 4]_future_alpha_beta-[4, 4]",acc,popularity,0.1875,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[4, 4]_future_alpha_beta-[4, 4]",acc,simple_markov,0.0068359375,True
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[4, 4]_future_alpha_beta-[4, 4]",acc,random,0.0009765625,True
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[4, 4]_future_alpha_beta-[4, 4]",acc,bayesian_network,0.001953125,True
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[4, 4]_future_alpha_beta-[5, 3]",acc,full_information,0.6875,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[4, 4]_future_alpha_beta-[5, 3]",acc,popularity,0.125,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[4, 4]_future_alpha_beta-[5, 3]",acc,simple_markov,0.0068359375,True
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[4, 4]_future_alpha_beta-[5, 3]",acc,random,0.0009765625,True
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[4, 4]_future_alpha_beta-[5, 3]",acc,bayesian_network,0.0009765625,True
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[4, 4]_future_alpha_beta-[6, 2]",acc,full_information,0.703125,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[4, 4]_future_alpha_beta-[6, 2]",acc,popularity,0.78125,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[4, 4]_future_alpha_beta-[6, 2]",acc,simple_markov,0.0322265625,True
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[4, 4]_future_alpha_beta-[6, 2]",acc,random,0.001953125,True
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[4, 4]_future_alpha_beta-[6, 2]",acc,bayesian_network,0.08203125,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[5, 3]_future_alpha_beta-[2, 6]",acc,full_information,0.890625,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[5, 3]_future_alpha_beta-[2, 6]",acc,popularity,0.234375,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[5, 3]_future_alpha_beta-[2, 6]",acc,simple_markov,0.52734375,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[5, 3]_future_alpha_beta-[2, 6]",acc,random,0.0009765625,True
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[5, 3]_future_alpha_beta-[2, 6]",acc,bayesian_network,0.125,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[5, 3]_future_alpha_beta-[3, 5]",acc,full_information,0.10546875,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[5, 3]_future_alpha_beta-[3, 5]",acc,popularity,0.5,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[5, 3]_future_alpha_beta-[3, 5]",acc,simple_markov,0.076171875,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[5, 3]_future_alpha_beta-[3, 5]",acc,random,0.0048828125,True
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[5, 3]_future_alpha_beta-[3, 5]",acc,bayesian_network,0.21875,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[5, 3]_future_alpha_beta-[4, 4]",acc,full_information,0.9375,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[5, 3]_future_alpha_beta-[4, 4]",acc,popularity,1.0,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[5, 3]_future_alpha_beta-[4, 4]",acc,simple_markov,0.4521484375,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[5, 3]_future_alpha_beta-[4, 4]",acc,random,0.001953125,True
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[5, 3]_future_alpha_beta-[4, 4]",acc,bayesian_network,0.357421875,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[5, 3]_future_alpha_beta-[5, 3]",acc,full_information,0.8125,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[5, 3]_future_alpha_beta-[5, 3]",acc,popularity,0.765625,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[5, 3]_future_alpha_beta-[5, 3]",acc,simple_markov,0.16796875,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[5, 3]_future_alpha_beta-[5, 3]",acc,random,0.00390625,True
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[5, 3]_future_alpha_beta-[5, 3]",acc,bayesian_network,0.47265625,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[5, 3]_future_alpha_beta-[6, 2]",acc,full_information,0.84765625,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[5, 3]_future_alpha_beta-[6, 2]",acc,popularity,0.828125,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[5, 3]_future_alpha_beta-[6, 2]",acc,simple_markov,0.12109375,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[5, 3]_future_alpha_beta-[6, 2]",acc,random,0.0009765625,True
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[5, 3]_future_alpha_beta-[6, 2]",acc,bayesian_network,0.14453125,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[6, 2]_future_alpha_beta-[2, 6]",acc,full_information,0.875,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[6, 2]_future_alpha_beta-[2, 6]",acc,popularity,0.75,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[6, 2]_future_alpha_beta-[2, 6]",acc,simple_markov,0.21875,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[6, 2]_future_alpha_beta-[2, 6]",acc,random,0.0009765625,True
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[6, 2]_future_alpha_beta-[2, 6]",acc,bayesian_network,0.28125,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[6, 2]_future_alpha_beta-[3, 5]",acc,full_information,0.25,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[6, 2]_future_alpha_beta-[3, 5]",acc,popularity,0.9375,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[6, 2]_future_alpha_beta-[3, 5]",acc,simple_markov,0.431640625,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[6, 2]_future_alpha_beta-[3, 5]",acc,random,0.0009765625,True
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[6, 2]_future_alpha_beta-[3, 5]",acc,bayesian_network,0.314453125,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[6, 2]_future_alpha_beta-[4, 4]",acc,full_information,0.8125,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[6, 2]_future_alpha_beta-[4, 4]",acc,popularity,0.90625,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[6, 2]_future_alpha_beta-[4, 4]",acc,simple_markov,0.2734375,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[6, 2]_future_alpha_beta-[4, 4]",acc,random,0.0048828125,True
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[6, 2]_future_alpha_beta-[4, 4]",acc,bayesian_network,0.294921875,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[6, 2]_future_alpha_beta-[5, 3]",acc,full_information,0.4375,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[6, 2]_future_alpha_beta-[5, 3]",acc,popularity,0.875,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[6, 2]_future_alpha_beta-[5, 3]",acc,simple_markov,0.10546875,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[6, 2]_future_alpha_beta-[5, 3]",acc,random,0.009765625,True
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[6, 2]_future_alpha_beta-[5, 3]",acc,bayesian_network,0.0859375,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[6, 2]_future_alpha_beta-[6, 2]",acc,full_information,0.25,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[6, 2]_future_alpha_beta-[6, 2]",acc,popularity,1.0,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[6, 2]_future_alpha_beta-[6, 2]",acc,simple_markov,0.34375,False
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[6, 2]_future_alpha_beta-[6, 2]",acc,random,0.0048828125,True
"n_students-150_n_skills-5_smoothing-0.1_current_alpha_beta-[6, 2]_future_alpha_beta-[6, 2]",acc,bayesian_network,0.466796875,False
"n_students-150_n_skills-5_smoothing-0.3_current_alpha_beta-[2, 6]_future_alpha_beta-[2, 6]",acc,full_information,0.640625,False
"n_students-150_n_skills-5_smoothing-0.3_current_alpha_beta-[2, 6]_future_alpha_beta-[2, 6]",acc,popularity,0.5625,False
"n_students-150_n_skills-5_smoothing-0.3_current_alpha_beta-[2, 6]_future_alpha_beta-[2, 6]",acc,simple_markov,0.119140625,False
"n_students-150_n_skills-5_smoothing-0.3_current_alpha_beta-[2, 6]_future_alpha_beta-[2, 6]",acc,random,0.0009765625,True
"n_students-150_n_skills-5_smoothing-0.3_current_alpha_beta-[2, 6]_future_alpha_beta-[2, 6]",acc,bayesian_network,0.39453125,False
"n_students-150_n_skills-5_smoothing-0.3_current_alpha_beta-[2, 6]_future_alpha_beta-[3, 5]",acc,full_information,0.90625,False
